coverage_support,seqId,seq,semantic
412,355,1551099 -1 1112921 -1  -2 ,'Prednisone' -1 'Ipratropium' -1 -2 
509,184,1786621 -1 1308216 -1  -2 ,'Cephalexin' -1 'Lisinopril' -1 -2 
443,457,1115008 -1 1125315 -1  -2 ,'Naproxen' -1 'Acetaminophen' -1 -2 
503,63,1539403 -1 19121608 -1  -2 ,'Simvastatin' -1 'Influenza virus vaccine' -1 -2 
518,1539,1125315 1174888 -1 744740 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'zolpidem' -1 -2 
467,390,956874 -1 1518254 -1  -2 ,'Furosemide' -1 'Dexamethasone' -1 -2 
411,225,1501700 -1 1501700 -1  -2 ,'Thyroxine' -1 'Thyroxine' -1 -2 
474,147,1545958 -1 1786621 -1  -2 ,'atorvastatin' -1 'Cephalexin' -1 -2 
511,393,1307046 -1 1154343 -1  -2 ,'Metoprolol' -1 'Albuterol' -1 -2 
478,98,1153013 -1 19121608 -1  -2 ,'Promethazine' -1 'Influenza virus vaccine' -1 -2 
443,272,1707164 -1 1174888 -1  -2 ,'Metronidazole' -1 'Hydrocodone' -1 -2 
484,133,19049105 -1 744740 -1  -2 ,'Potassium Chloride' -1 'zolpidem' -1 -2 
532,1479,956874 -1 1125315 1153664 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Propoxyphene' -1 -2 
502,1368,1154343 -1 1137529 1149380 -1  -2 ,'Albuterol' -1 'salmeterol' 'fluticasone' -1 -2 
500,1128,1308216 -1 1308216 -1 1308216 -1  -2 ,'Lisinopril' -1 'Lisinopril' -1 'Lisinopril' -1 -2 
435,468,1174888 -1 948078 -1  -2 ,'Hydrocodone' -1 'pantoprazole' -1 -2 
424,340,1322184 -1 1361711 -1  -2 ,'clopidogrel' -1 'Nitroglycerin' -1 -2 
626,222,1713332 -1 1307046 -1  -2 ,'Amoxicillin' -1 'Metoprolol' -1 -2 
560,296,1716903 -1 1125315 -1  -2 ,'moxifloxacin' -1 'Acetaminophen' -1 -2 
483,777,956874 -1 956874 19049105 -1  -2 ,'Furosemide' -1 'Furosemide' 'Potassium Chloride' -1 -2 
547,274,1713332 -1 1163944 -1  -2 ,'Amoxicillin' -1 'Guaifenesin' -1 -2 
527,135,1797513 -1 1786621 -1  -2 ,'Ciprofloxacin' -1 'Cephalexin' -1 -2 
506,190,1346823 -1 1734104 -1  -2 ,'carvedilol' -1 'Azithromycin' -1 -2 
452,199,1526475 -1 1526475 -1  -2 ,'ezetimibe' -1 'ezetimibe' -1 -2 
477,204,1308216 -1 1742253 -1  -2 ,'Lisinopril' -1 'Levofloxacin' -1 -2 
428,1120,1124957 1125315 -1 1713332 -1  -2 ,'Oxycodone' 'Acetaminophen' -1 'Amoxicillin' -1 -2 
404,438,1307046 -1 974166 -1  -2 ,'Metoprolol' -1 'Hydrochlorothiazide' -1 -2 
535,259,1742253 -1 1153013 -1  -2 ,'Levofloxacin' -1 'Promethazine' -1 -2 
529,118,19049105 -1 986417 -1  -2 ,'Potassium Chloride' -1 'POLYETHYLENE GLYCOL 3350' -1 -2 
414,1310,956874 -1 1310149 -1 1310149 -1  -2 ,'Furosemide' -1 'Warfarin' -1 'Warfarin' -1 -2 
589,280,1153013 -1 1713332 -1  -2 ,'Promethazine' -1 'Amoxicillin' -1 -2 
563,419,1361711 -1 956874 -1  -2 ,'Nitroglycerin' -1 'Furosemide' -1 -2 
426,491,1125315 -1 929887 -1  -2 ,'Acetaminophen' -1 'lansoprazole' -1 -2 
417,293,1307046 -1 1539403 -1  -2 ,'Metoprolol' -1 'Simvastatin' -1 -2 
502,238,1149380 -1 1797513 -1  -2 ,'fluticasone' -1 'Ciprofloxacin' -1 -2 
482,488,1154343 -1 903963 -1  -2 ,'Albuterol' -1 'Triamcinolone' -1 -2 
448,313,1734104 -1 986417 -1  -2 ,'Azithromycin' -1 'POLYETHYLENE GLYCOL 3350' -1 -2 
432,1747,1705674 1836430 -1 1705674 1836430 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
404,140,1734104 -1 1716903 -1  -2 ,'Azithromycin' -1 'moxifloxacin' -1 -2 
612,101,1201620 -1 19049105 -1  -2 ,'Codeine' -1 'Potassium Chloride' -1 -2 
558,206,1307046 -1 1742253 -1  -2 ,'Metoprolol' -1 'Levofloxacin' -1 -2 
499,440,1154029 -1 1125315 -1  -2 ,'Fentanyl' -1 'Acetaminophen' -1 -2 
436,209,1310149 -1 1734104 -1  -2 ,'Warfarin' -1 'Azithromycin' -1 -2 
585,124,974166 -1 19049105 -1  -2 ,'Hydrochlorothiazide' -1 'Potassium Chloride' -1 -2 
573,1454,1125315 1174888 -1 974166 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrochlorothiazide' -1 -2 
548,83,19049105 -1 1361711 -1  -2 ,'Potassium Chloride' -1 'Nitroglycerin' -1 -2 
524,103,1124957 -1 19121608 -1  -2 ,'Oxycodone' -1 'Influenza virus vaccine' -1 -2 
501,511,791967 -1 1125315 -1  -2 ,'Lorazepam' -1 'Acetaminophen' -1 -2 
492,434,1332418 -1 956874 -1  -2 ,'Amlodipine' -1 'Furosemide' -1 -2 
469,356,1506270 -1 1153013 -1  -2 ,'Methylprednisolone' -1 'Promethazine' -1 -2 
468,888,1545958 -1 1545958 -1 1545958 -1  -2 ,'atorvastatin' -1 'atorvastatin' -1 'atorvastatin' -1 -2 
437,2096,1137529 1149380 -1 1137529 1149380 -1  -2 ,'salmeterol' 'fluticasone' -1 'salmeterol' 'fluticasone' -1 -2 
419,425,1346823 -1 970250 -1  -2 ,'carvedilol' -1 'Spironolactone' -1 -2 
510,782,1742253 -1 1705674 1836430 -1  -2 ,'Levofloxacin' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
489,402,1125315 -1 1326303 -1  -2 ,'Acetaminophen' -1 'Digoxin' -1 -2 
485,207,1713332 -1 1332418 -1  -2 ,'Amoxicillin' -1 'Amlodipine' -1 -2 
473,374,1501700 -1 1125315 -1  -2 ,'Thyroxine' -1 'Acetaminophen' -1 -2 
412,76,19121608 -1 1346823 -1  -2 ,'Influenza virus vaccine' -1 'carvedilol' -1 -2 
555,1352,1125315 1174888 -1 1153664 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Propoxyphene' -1 -2 
466,398,744740 -1 1713332 -1  -2 ,'zolpidem' -1 'Amoxicillin' -1 -2 
456,414,1174888 -1 1154332 -1  -2 ,'Hydrocodone' -1 'Pseudoephedrine' -1 -2 
438,1425,1124957 -1 1124957 1125315 -1  -2 ,'Oxycodone' -1 'Oxycodone' 'Acetaminophen' -1 -2 
415,315,956874 -1 1754994 -1  -2 ,'Furosemide' -1 'Fluconazole' -1 -2 
525,1004,1551099 -1 1125315 -1 1551099 -1  -2 ,'Prednisone' -1 'Acetaminophen' -1 'Prednisone' -1 -2 
513,1195,1503297 -1 1125315 1174888 -1  -2 ,'Metformin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
488,484,1112921 -1 956874 -1  -2 ,'Ipratropium' -1 'Furosemide' -1 -2 
477,81,19121608 -1 1307046 -1  -2 ,'Influenza virus vaccine' -1 'Metoprolol' -1 -2 
442,90,19049105 -1 1322184 -1  -2 ,'Potassium Chloride' -1 'clopidogrel' -1 -2 
440,465,974166 -1 1154343 -1  -2 ,'Hydrochlorothiazide' -1 'Albuterol' -1 -2 
435,780,1786621 -1 1705674 1836430 -1  -2 ,'Cephalexin' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
411,513,956874 -1 948078 -1  -2 ,'Furosemide' -1 'pantoprazole' -1 -2 
406,463,956874 -1 1192710 -1  -2 ,'Furosemide' -1 'Chlorpheniramine' -1 -2 
600,198,1713332 -1 1346823 -1  -2 ,'Amoxicillin' -1 'carvedilol' -1 -2 
556,128,903963 -1 19049105 -1  -2 ,'Triamcinolone' -1 'Potassium Chloride' -1 -2 
521,1248,1125315 1174888 -1 1361711 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Nitroglycerin' -1 -2 
461,306,1307046 -1 1506270 -1  -2 ,'Metoprolol' -1 'Methylprednisolone' -1 -2 
450,248,1797513 -1 1124957 -1  -2 ,'Ciprofloxacin' -1 'Oxycodone' -1 -2 
428,200,1310149 -1 1742253 -1  -2 ,'Warfarin' -1 'Levofloxacin' -1 -2 
415,162,1742253 -1 1518254 -1  -2 ,'Levofloxacin' -1 'Dexamethasone' -1 -2 
411,256,1192710 -1 1713332 -1  -2 ,'Chlorpheniramine' -1 'Amoxicillin' -1 -2 
643,68,1545958 -1 19049105 -1  -2 ,'atorvastatin' -1 'Potassium Chloride' -1 -2 
601,165,1713332 -1 1539403 -1  -2 ,'Amoxicillin' -1 'Simvastatin' -1 -2 
542,517,903963 -1 956874 -1  -2 ,'Triamcinolone' -1 'Furosemide' -1 -2 
511,300,1125315 -1 1707164 -1  -2 ,'Acetaminophen' -1 'Metronidazole' -1 -2 
501,496,1125315 -1 922570 -1  -2 ,'Acetaminophen' -1 'Nystatin' -1 -2 
460,171,1713332 -1 1503297 -1  -2 ,'Amoxicillin' -1 'Metformin' -1 -2 
459,96,1163944 -1 19121608 -1  -2 ,'Guaifenesin' -1 'Influenza virus vaccine' -1 -2 
439,137,1734104 -1 1738521 -1  -2 ,'Azithromycin' -1 'Doxycycline' -1 -2 
541,1431,1125315 -1 1125315 -1 1103314 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Tramadol' -1 -2 
532,329,1713332 -1 986417 -1  -2 ,'Amoxicillin' -1 'POLYETHYLENE GLYCOL 3350' -1 -2 
519,570,956874 -1 19049105 -1 19121608 -1  -2 ,'Furosemide' -1 'Potassium Chloride' -1 'Influenza virus vaccine' -1 -2 
515,791,1742253 -1 1742253 -1 1742253 -1  -2 ,'Levofloxacin' -1 'Levofloxacin' -1 'Levofloxacin' -1 -2 
515,151,1797513 -1 1506270 -1  -2 ,'Ciprofloxacin' -1 'Methylprednisolone' -1 -2 
506,125,970250 -1 19049105 -1  -2 ,'Spironolactone' -1 'Potassium Chloride' -1 -2 
499,229,1786621 -1 1201620 -1  -2 ,'Cephalexin' -1 'Codeine' -1 -2 
491,499,1125315 -1 906780 -1  -2 ,'Acetaminophen' -1 'Metoclopramide' -1 -2 
479,73,1503297 -1 19049105 -1  -2 ,'Metformin' -1 'Potassium Chloride' -1 -2 
474,85,1332418 -1 19049105 -1  -2 ,'Amlodipine' -1 'Potassium Chloride' -1 -2 
470,908,1539403 -1 1539403 -1 1539403 -1  -2 ,'Simvastatin' -1 'Simvastatin' -1 'Simvastatin' -1 -2 
470,78,19121608 -1 1308216 -1  -2 ,'Influenza virus vaccine' -1 'Lisinopril' -1 -2 
459,314,1163944 -1 1551099 -1  -2 ,'Guaifenesin' -1 'Prednisone' -1 -2 
453,460,1174888 -1 989878 -1  -2 ,'Hydrocodone' -1 'Lidocaine' -1 -2 
452,89,1322184 -1 19049105 -1  -2 ,'clopidogrel' -1 'Potassium Chloride' -1 -2 
450,1393,1112921 1154343 -1 1154343 -1  -2 ,'Ipratropium' 'Albuterol' -1 'Albuterol' -1 -2 
448,159,1734104 -1 1545958 -1  -2 ,'Azithromycin' -1 'atorvastatin' -1 -2 
441,1438,1125315 1174888 -1 997881 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Clindamycin' -1 -2 
441,574,1713332 1759842 -1 19121608 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Influenza virus vaccine' -1 -2 
441,281,1308216 -1 1551099 -1  -2 ,'Lisinopril' -1 'Prednisone' -1 -2 
439,521,956874 -1 797399 -1  -2 ,'Furosemide' -1 'gabapentin' -1 -2 
438,61,19121608 -1 1545958 -1  -2 ,'Influenza virus vaccine' -1 'atorvastatin' -1 -2 
437,779,1797513 -1 1705674 1836430 -1  -2 ,'Ciprofloxacin' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
435,175,1308216 -1 1797513 -1  -2 ,'Lisinopril' -1 'Ciprofloxacin' -1 -2 
421,299,1103314 -1 1734104 -1  -2 ,'Tramadol' -1 'Azithromycin' -1 -2 
411,381,1308216 -1 1201620 -1  -2 ,'Lisinopril' -1 'Codeine' -1 -2 
409,201,1742253 -1 1310149 -1  -2 ,'Levofloxacin' -1 'Warfarin' -1 -2 
581,640,1125315 -1 1713332 -1 19121608 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Influenza virus vaccine' -1 -2 
553,441,1125315 -1 1154029 -1  -2 ,'Acetaminophen' -1 'Fentanyl' -1 -2 
529,54,19121608 -1 1786621 -1  -2 ,'Influenza virus vaccine' -1 'Cephalexin' -1 -2 
505,842,1786621 -1 1125315 -1 1786621 -1  -2 ,'Cephalexin' -1 'Acetaminophen' -1 'Cephalexin' -1 -2 
494,1285,1322184 -1 1125315 1174888 -1  -2 ,'clopidogrel' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
476,335,1786621 -1 903963 -1  -2 ,'Cephalexin' -1 'Triamcinolone' -1 -2 
466,875,1551099 -1 1551099 -1 1551099 -1  -2 ,'Prednisone' -1 'Prednisone' -1 'Prednisone' -1 -2 
463,523,956874 -1 778711 -1  -2 ,'Furosemide' -1 'cyclobenzaprine' -1 -2 
462,1529,974166 -1 974166 -1 1125315 -1  -2 ,'Hydrochlorothiazide' -1 'Hydrochlorothiazide' -1 'Acetaminophen' -1 -2 
456,183,1361711 -1 1734104 -1  -2 ,'Nitroglycerin' -1 'Azithromycin' -1 -2 
447,476,923645 -1 1174888 -1  -2 ,'Omeprazole' -1 'Hydrocodone' -1 -2 
445,58,19049105 -1 1738521 -1  -2 ,'Potassium Chloride' -1 'Doxycycline' -1 -2 
440,235,1797513 -1 1153013 -1  -2 ,'Ciprofloxacin' -1 'Promethazine' -1 -2 
433,188,1742253 -1 1346823 -1  -2 ,'Levofloxacin' -1 'carvedilol' -1 -2 
424,290,1539403 -1 1308216 -1  -2 ,'Simvastatin' -1 'Lisinopril' -1 -2 
423,286,1112921 -1 1742253 -1  -2 ,'Ipratropium' -1 'Levofloxacin' -1 -2 
420,70,1518254 -1 19049105 -1  -2 ,'Dexamethasone' -1 'Potassium Chloride' -1 -2 
419,136,1742253 -1 1738521 -1  -2 ,'Levofloxacin' -1 'Doxycycline' -1 -2 
417,179,1545958 -1 1551099 -1  -2 ,'atorvastatin' -1 'Prednisone' -1 -2 
414,328,1545958 -1 1154343 -1  -2 ,'atorvastatin' -1 'Albuterol' -1 -2 
408,1467,1137529 1149380 -1 956874 -1  -2 ,'salmeterol' 'fluticasone' -1 'Furosemide' -1 -2 
407,493,1149380 -1 903963 -1  -2 ,'fluticasone' -1 'Triamcinolone' -1 -2 
403,473,956874 -1 1154029 -1  -2 ,'Furosemide' -1 'Fentanyl' -1 -2 
646,102,19049105 -1 1201620 -1  -2 ,'Potassium Chloride' -1 'Codeine' -1 -2 
606,263,1742253 -1 1149380 -1  -2 ,'Levofloxacin' -1 'fluticasone' -1 -2 
585,231,1154343 -1 1797513 -1  -2 ,'Albuterol' -1 'Ciprofloxacin' -1 -2 
583,591,1713332 -1 19049105 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Potassium Chloride' -1 'Amoxicillin' -1 -2 
582,152,1786621 -1 1506270 -1  -2 ,'Cephalexin' -1 'Methylprednisolone' -1 -2 
563,807,1713332 1759842 -1 1734104 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Azithromycin' -1 -2 
561,69,1539403 -1 19049105 -1  -2 ,'Simvastatin' -1 'Potassium Chloride' -1 -2 
553,903,1713332 -1 1125315 -1 1786621 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Cephalexin' -1 -2 
550,941,1713332 1759842 -1 956874 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Furosemide' -1 -2 
540,740,1125315 1153664 -1 19049105 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 'Potassium Chloride' -1 -2 
539,210,1734104 -1 1308216 -1  -2 ,'Azithromycin' -1 'Lisinopril' -1 -2 
521,1476,1125315 1153664 -1 956874 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 'Furosemide' -1 -2 
506,105,19049105 -1 1163944 -1  -2 ,'Potassium Chloride' -1 'Guaifenesin' -1 -2 
500,1456,970250 -1 1125315 1174888 -1  -2 ,'Spironolactone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
490,1422,956874 -1 1125315 -1 1307046 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Metoprolol' -1 -2 
485,1184,1346823 -1 1346823 -1 1125315 -1  -2 ,'carvedilol' -1 'carvedilol' -1 'Acetaminophen' -1 -2 
485,366,1742253 -1 903963 -1  -2 ,'Levofloxacin' -1 'Triamcinolone' -1 -2 
472,1082,1125315 1153664 -1 1734104 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 'Azithromycin' -1 -2 
472,323,903963 -1 1797513 -1  -2 ,'Triamcinolone' -1 'Ciprofloxacin' -1 -2 
472,243,1786621 -1 1153013 -1  -2 ,'Cephalexin' -1 'Promethazine' -1 -2 
471,578,19121608 -1 1713332 -1 1713332 -1  -2 ,'Influenza virus vaccine' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
466,1496,956874 -1 1307046 -1 956874 -1  -2 ,'Furosemide' -1 'Metoprolol' -1 'Furosemide' -1 -2 
465,418,1163944 -1 1163944 -1  -2 ,'Guaifenesin' -1 'Guaifenesin' -1 -2 
464,180,1310149 -1 1786621 -1  -2 ,'Warfarin' -1 'Cephalexin' -1 -2 
463,479,1174888 -1 920458 -1  -2 ,'Hydrocodone' -1 'Betamethasone' -1 -2 
459,490,929887 -1 1125315 -1  -2 ,'lansoprazole' -1 'Acetaminophen' -1 -2 
457,1099,1713332 -1 1125315 1153664 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' 'Propoxyphene' -1 -2 
457,87,1326303 -1 19049105 -1  -2 ,'Digoxin' -1 'Potassium Chloride' -1 -2 
456,1043,1154343 -1 1154343 -1 1734104 -1  -2 ,'Albuterol' -1 'Albuterol' -1 'Azithromycin' -1 -2 
455,357,1153013 -1 1506270 -1  -2 ,'Promethazine' -1 'Methylprednisolone' -1 -2 
453,322,1551099 -1 1153013 -1  -2 ,'Prednisone' -1 'Promethazine' -1 -2 
452,155,1545958 -1 1742253 -1  -2 ,'atorvastatin' -1 'Levofloxacin' -1 -2 
448,334,903963 -1 1786621 -1  -2 ,'Triamcinolone' -1 'Cephalexin' -1 -2 
444,303,1103314 -1 1713332 -1  -2 ,'Tramadol' -1 'Amoxicillin' -1 -2 
442,2253,1125315 -1 939506 967823 986417 19049105 -1  -2 ,'Acetaminophen' -1 'Sodium Bicarbonate' 'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' 'Potassium Chloride' -1 -2 
437,1040,1125315 1174888 -1 1754994 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Fluconazole' -1 -2 
433,829,1506270 -1 1713332 -1 1713332 -1  -2 ,'Methylprednisolone' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
429,182,1734104 -1 1361711 -1  -2 ,'Azithromycin' -1 'Nitroglycerin' -1 -2 
428,385,778711 -1 1713332 -1  -2 ,'cyclobenzaprine' -1 'Amoxicillin' -1 -2 
426,1520,1125315 1174888 -1 781039 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Alprazolam' -1 -2 
417,292,1112921 -1 1734104 -1  -2 ,'Ipratropium' -1 'Azithromycin' -1 -2 
415,97,19121608 -1 1153013 -1  -2 ,'Influenza virus vaccine' -1 'Promethazine' -1 -2 
414,449,1124957 -1 1153013 -1  -2 ,'Oxycodone' -1 'Promethazine' -1 -2 
413,1157,1174888 -1 1518254 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Dexamethasone' -1 'Hydrocodone' -1 -2 
408,450,1153013 -1 1124957 -1  -2 ,'Promethazine' -1 'Oxycodone' -1 -2 
403,352,1361711 -1 1307046 -1  -2 ,'Nitroglycerin' -1 'Metoprolol' -1 -2 
403,294,1742253 -1 1103314 -1  -2 ,'Levofloxacin' -1 'Tramadol' -1 -2 
587,146,1786621 -1 1551099 -1  -2 ,'Cephalexin' -1 'Prednisone' -1 -2 
584,1698,956874 -1 1125315 1174888 -1 19049105 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
569,1253,956874 -1 1742253 -1 956874 -1  -2 ,'Furosemide' -1 'Levofloxacin' -1 'Furosemide' -1 -2 
558,158,1545958 -1 1734104 -1  -2 ,'atorvastatin' -1 'Azithromycin' -1 -2 
540,470,1163944 -1 956874 -1  -2 ,'Guaifenesin' -1 'Furosemide' -1 -2 
538,1151,1125315 -1 1786621 -1 956874 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Furosemide' -1 -2 
538,1092,1713332 -1 1125315 -1 1154343 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Albuterol' -1 -2 
531,1350,1174888 -1 1125315 1153664 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Propoxyphene' -1 -2 
525,100,19121608 -1 1149380 -1  -2 ,'Influenza virus vaccine' -1 'fluticasone' -1 -2 
519,1340,1125315 1174888 -1 1163944 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Guaifenesin' -1 -2 
517,435,1174888 -1 1112921 -1  -2 ,'Hydrocodone' -1 'Ipratropium' -1 -2 
514,1351,1125315 -1 1174888 -1 1153664 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Propoxyphene' -1 -2 
514,359,1149380 -1 1506270 -1  -2 ,'fluticasone' -1 'Methylprednisolone' -1 -2 
512,641,1125315 -1 19121608 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 'Amoxicillin' -1 -2 
503,1748,1713332 1759842 -1 1713332 1759842 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Amoxicillin' 'Clavulanate' -1 -2 
502,252,1124957 -1 1786621 -1  -2 ,'Oxycodone' -1 'Cephalexin' -1 -2 
501,1423,956874 -1 1307046 -1 1125315 -1  -2 ,'Furosemide' -1 'Metoprolol' -1 'Acetaminophen' -1 -2 
500,1197,1125315 -1 1125315 -1 1545958 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'atorvastatin' -1 -2 
500,347,1124957 -1 1551099 -1  -2 ,'Oxycodone' -1 'Prednisone' -1 -2 
499,239,1742253 -1 1201620 -1  -2 ,'Levofloxacin' -1 'Codeine' -1 -2 
495,364,1526475 -1 1125315 -1  -2 ,'ezetimibe' -1 'Acetaminophen' -1 -2 
493,532,19049105 -1 19121608 -1 19121608 -1  -2 ,'Potassium Chloride' -1 'Influenza virus vaccine' -1 'Influenza virus vaccine' -1 -2 
491,498,920458 -1 1125315 -1  -2 ,'Betamethasone' -1 'Acetaminophen' -1 -2 
489,249,1124957 -1 1797513 -1  -2 ,'Oxycodone' -1 'Ciprofloxacin' -1 -2 
488,536,1713332 -1 19121608 -1 19121608 -1  -2 ,'Amoxicillin' -1 'Influenza virus vaccine' -1 'Influenza virus vaccine' -1 -2 
487,350,1163944 -1 1506270 -1  -2 ,'Guaifenesin' -1 'Methylprednisolone' -1 -2 
485,787,1713332 1759842 -1 1786621 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Cephalexin' -1 -2 
477,481,1174888 -1 904453 -1  -2 ,'Hydrocodone' -1 'Esomeprazole' -1 -2 
475,902,1713332 1759842 -1 1154343 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Albuterol' -1 -2 
471,978,1551099 -1 1125315 -1 1713332 -1  -2 ,'Prednisone' -1 'Acetaminophen' -1 'Amoxicillin' -1 -2 
470,467,948078 -1 1174888 -1  -2 ,'pantoprazole' -1 'Hydrocodone' -1 -2 
469,167,1734104 -1 1518254 -1  -2 ,'Azithromycin' -1 'Dexamethasone' -1 -2 
468,1298,1310149 -1 1125315 -1 1174888 -1  -2 ,'Warfarin' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
466,803,1742253 -1 1734104 -1 1734104 -1  -2 ,'Levofloxacin' -1 'Azithromycin' -1 'Azithromycin' -1 -2 
464,304,1713332 -1 1103314 -1  -2 ,'Amoxicillin' -1 'Tramadol' -1 -2 
462,131,19049105 -1 778711 -1  -2 ,'Potassium Chloride' -1 'cyclobenzaprine' -1 -2 
461,1008,1545958 -1 1545958 -1 1125315 -1  -2 ,'atorvastatin' -1 'atorvastatin' -1 'Acetaminophen' -1 -2 
461,401,1551099 -1 903963 -1  -2 ,'Prednisone' -1 'Triamcinolone' -1 -2 
460,1255,1346823 -1 956874 -1 1346823 -1  -2 ,'carvedilol' -1 'Furosemide' -1 'carvedilol' -1 -2 
458,1387,1125315 -1 1177480 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Ibuprofen' -1 'Acetaminophen' -1 -2 
458,1163,1154343 -1 1154343 -1 1551099 -1  -2 ,'Albuterol' -1 'Albuterol' -1 'Prednisone' -1 -2 
456,442,1154343 -1 1124957 -1  -2 ,'Albuterol' -1 'Oxycodone' -1 -2 
455,693,956874 19049105 -1 1713332 -1  -2 ,'Furosemide' 'Potassium Chloride' -1 'Amoxicillin' -1 -2 
452,372,1502905 -1 1125315 -1  -2 ,'Insulin. Glargine. Human' -1 'Acetaminophen' -1 -2 
449,864,1797513 -1 1125315 -1 1734104 -1  -2 ,'Ciprofloxacin' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
447,298,1734104 -1 1103314 -1  -2 ,'Azithromycin' -1 'Tramadol' -1 -2 
445,820,1506270 -1 1713332 1759842 -1  -2 ,'Methylprednisolone' -1 'Amoxicillin' 'Clavulanate' -1 -2 
443,577,1734104 -1 1734104 -1 19121608 -1  -2 ,'Azithromycin' -1 'Azithromycin' -1 'Influenza virus vaccine' -1 -2 
442,412,1201620 -1 1153013 -1  -2 ,'Codeine' -1 'Promethazine' -1 -2 
441,1519,781039 -1 1125315 1174888 -1  -2 ,'Alprazolam' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
441,459,1103314 -1 1103314 -1  -2 ,'Tramadol' -1 'Tramadol' -1 -2 
440,466,1125315 -1 1000560 -1  -2 ,'Acetaminophen' -1 'Ondansetron' -1 -2 
440,265,1713332 -1 1177480 -1  -2 ,'Amoxicillin' -1 'Ibuprofen' -1 -2 
439,1984,1125315 -1 1125315 1174888 -1 1307046 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Metoprolol' -1 -2 
439,174,1786621 -1 1346823 -1  -2 ,'Cephalexin' -1 'carvedilol' -1 -2 
438,461,989878 -1 1174888 -1  -2 ,'Lidocaine' -1 'Hydrocodone' -1 -2 
436,216,1322184 -1 1713332 -1  -2 ,'clopidogrel' -1 'Amoxicillin' -1 -2 
436,109,1137529 -1 19049105 -1  -2 ,'salmeterol' -1 'Potassium Chloride' -1 -2 
435,1452,1174888 -1 1125315 -1 974166 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrochlorothiazide' -1 -2 
435,312,986417 -1 1734104 -1  -2 ,'POLYETHYLENE GLYCOL 3350' -1 'Azithromycin' -1 -2 
435,189,1346823 -1 1742253 -1  -2 ,'carvedilol' -1 'Levofloxacin' -1 -2 
434,404,1307046 -1 1124957 -1  -2 ,'Metoprolol' -1 'Oxycodone' -1 -2 
433,348,956874 -1 1716903 -1  -2 ,'Furosemide' -1 'moxifloxacin' -1 -2 
433,173,1346823 -1 1786621 -1  -2 ,'carvedilol' -1 'Cephalexin' -1 -2 
431,267,1154332 -1 1734104 -1  -2 ,'Pseudoephedrine' -1 'Azithromycin' -1 -2 
